"thread_name","post_content","post_date"
"b'Unofficial GOG API Documentation'","b'[quote_69]#Q&_^Q&Q#AVATAR:https://images.gog.com/10a95700c225763a800ee910547deca0a04993887b949530d19742be65d6411a_avm.jpg#Q&_^Q&Q#USERNAME:Do0msDay#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:69#Q&_^Q&Q# \n   Is it possible to add a new route that returns the latest games added by GOG? Basically all the games in the ""NEW"" tab at the homepage of [url=http://GOG.com]GOG.com[/url]. It would also be great if it did support the limit query parameter. \n  #Q&_^Q&Q#LINK:69#Q&_^Q&Q#[/quote] \n  \n Just use /games/ajax/filtered?sort=new. It supports the limit parameter and everything else you know from the games page.'","2017-07-04 06:58:53"
"b'GOG Database - A website that collects data on GOG games'","b'[quote_47]#Q&_^Q&Q#AVATAR:https://images.gog.com/7fe0cd16ab78d0c4827409ff47f10d1dad5a67b29263729df913cbff46aecf21_avm.jpg#Q&_^Q&Q#USERNAME:shmerl#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:47#Q&_^Q&Q# \n   I just noticed, that https on your site isn\'t working properly: \n  \n      [quote] \n       The certificate is not trusted because it is self-signed. The certificate is not valid for the name gogdb.yepoleb.me \n      [/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/7fe0cd16ab78d0c4827409ff47f10d1dad5a67b29263729df913cbff46aecf21_avm.jpg#Q&_^Q&Q#USERNAME:shmerl#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:47#Q&_^Q&Q# \n   You can get a proper certificate here for example: [url=https://letsencrypt.org]https://letsencrypt.org[/url] \n  #Q&_^Q&Q#LINK:47#Q&_^Q&Q#[/quote] \n  \n Thanks, I forgot that I have a self signed certificate active on that server. Sorry if that broke the site for HTTPS Everywhere users. Setting up Let\'s Encrypt is already pretty much at the top of my todo list, but the two summer sales slowed down my programming activity a bit ;). \n  \n  [quote_49]#Q&_^Q&Q#AVATAR:https://images.gog.com/282588fcecc6c9dbb567b74d572e574466da988dd3e8a7ea8d2c713e8148880b_avm.jpg#Q&_^Q&Q#USERNAME:Splatsch#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:49#Q&_^Q&Q# \n   I have a little question : I clicked on ""purchase"" on a game to see where it was leading, and... now I\'ve got a pending order :P I was thinking it would simply add the game to cart. Is there a way to cancel the pending order ? \n  #Q&_^Q&Q#LINK:49#Q&_^Q&Q#[/quote] \n  \n As muntdefems already said, it goes away if you don\'t check out. I should probably remove that link though, as it serves no purpose apart from making the list more complete.'","2017-07-10 20:41:00"
"b'GOG Database - A website that collects data on GOG games'","b""I finally got around to configuring Let's Encrypt. The site is now has a certificate and automatically redirects all HTTP traffic to HTTPS. Sorry if me messing with the DNS and configuration files caused any issues. \n  \n Thanks for all the nice comments, I appreciate them.""","2017-07-14 18:30:06"
"b'Unofficial GOG API Documentation'","b""[quote_72]#Q&_^Q&Q#AVATAR:https://images.gog.com/f3d51f63f3a3ac710d93263dc37481294e26e4b66e830e5a445708ae99f3af9e_avm.jpg#Q&_^Q&Q#USERNAME:Kalanyr#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:72#Q&_^Q&Q# \n   This seems like a good place to ask. Is it possible to access the offline installer files with galaxy included through api.gog.com ? Or is it only possible through gog.com/accounts ? \n  #Q&_^Q&Q#LINK:72#Q&_^Q&Q#[/quote] \n Use the products endpoint with downloads expanded and follow the downlink to get the chunklist and file URL. \n  \n Example: \n [url=https://api.gog.com/products/1433856545?expand=downloads]https://api.gog.com/products/1433856545?expand=downloads[/url] \n Iterate the files to get the downlink \n [url=https://api.gog.com/products/1433856545/downlink/installer/en1installer0]https://api.gog.com/products/1433856545/downlink/installer/en1installer0[/url] \n Request it to get the file url, make sure you're authenticated \n [url=https://cdn.gog.com/secure/unreal_tournament_2004_ece/pc/setup_ut2004_2.0.0.6.exe?a3c669cc2530fcf]https://cdn.gog.com/secure/unreal_tournament_2004_ece/pc/setup_ut2004_2.0.0.6.exe?a3c669cc2530fcf[/url]... (Wrong file for the product ID, but you get the point) \n  \n Edit: Crap, I misunderstood the question. Sorry for that.""","2017-07-15 14:32:57"
"b'Unofficial GOG API Documentation'","b""[quote_75]#Q&_^Q&Q#AVATAR:https://images.gog.com/f3d51f63f3a3ac710d93263dc37481294e26e4b66e830e5a445708ae99f3af9e_avm.jpg#Q&_^Q&Q#USERNAME:Kalanyr#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:75#Q&_^Q&Q# \n      [quote_73]#Q&_^Q&Q#AVATAR:https://images.gog.com/d7d8e3ed8ad2d9fd3557c83c4237a913b14e621c84e21fab594a9d961cd98fe4_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:73#Q&_^Q&Q# \n       Use the products endpoint with downloads expanded and follow the downlink to get the chunklist and file URL. \n  \n       Example: \n       [url=https://api.gog.com/products/1433856545?expand=downloads]https://api.gog.com/products/1433856545?expand=downloads[/url] \n       Iterate the files to get the downlink \n       [url=https://api.gog.com/products/1433856545/downlink/installer/en1installer0]https://api.gog.com/products/1433856545/downlink/installer/en1installer0[/url] \n       Request it to get the file url, make sure you're authenticated \n       [url=https://cdn.gog.com/secure/unreal_tournament_2004_ece/pc/setup_ut2004_2.0.0.6.exe?a3c669cc2530fcf]https://cdn.gog.com/secure/unreal_tournament_2004_ece/pc/setup_ut2004_2.0.0.6.exe?a3c669cc2530fcf[/url]... (Wrong file for the product ID, but you get the point) \n      #Q&_^Q&Q#LINK:73#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/f3d51f63f3a3ac710d93263dc37481294e26e4b66e830e5a445708ae99f3af9e_avm.jpg#Q&_^Q&Q#USERNAME:Kalanyr#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:75#Q&_^Q&Q# \n   This only seems to yield the installers without Galaxy included ? \n  #Q&_^Q&Q#LINK:75#Q&_^Q&Q#[/quote] \n  \n Yes, as noted in my edit, I misread the question. I don't know of any way to get the installers including Galaxy using the Galaxy API. What's stopping you from using the account API? Maybe if you give a bit more background we can find an alternative solution.""","2017-07-15 17:34:48"
"b'Unofficial GOG API Documentation'","b""[quote_79]#Q&_^Q&Q#AVATAR:https://images.gog.com/1833204c55f9600cc1d51c6d0874152147f09c83e0cda7eda1a8e22fc15b9a4a_avm.jpg#Q&_^Q&Q#USERNAME:PookaMustard#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:79#Q&_^Q&Q# \n   I found this interesting github page: \n   [url=https://github.com/toddmotto/public-apis]https://github.com/toddmotto/public-apis[/url] \n  \n   I'd contribute to the project by trying to add the documentation of the GOG API but instead of doing it by adding an issue to the repository, it has to be done by forking and pull requests which is something I'm not familiar with. If someone could get the contributors of the list to add the documentation it would be pretty darn nice. \n  \n   Just saying. \n  #Q&_^Q&Q#LINK:79#Q&_^Q&Q#[/quote] \n  \n The site is specifically for [b]public[/b] APIs. I don't think the GOG API fits that definition, as it's not meant to be used by people outside of CD Projekt. This unofficial documentation does not count, because it's written by a third party.""","2017-07-17 01:50:01"
"b'Unofficial GOG API Documentation'","b""[quote_81]#Q&_^Q&Q#AVATAR:https://images.gog.com/efc780a273eff0c808dc7692ed2049e0f456a167af84e40426480e9bd6edceea_avm.jpg#Q&_^Q&Q#USERNAME:immi101#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:81#Q&_^Q&Q# \n      [quote_80]#Q&_^Q&Q#AVATAR:https://images.gog.com/d7d8e3ed8ad2d9fd3557c83c4237a913b14e621c84e21fab594a9d961cd98fe4_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:80#Q&_^Q&Q# \n       The site is specifically for [b]public[/b] APIs. I don't think the GOG API fits that definition, as it's not meant to be used by people outside of CD Projekt. This unofficial documentation does not count, because it's written by a third party. \n      #Q&_^Q&Q#LINK:80#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/efc780a273eff0c808dc7692ed2049e0f456a167af84e40426480e9bd6edceea_avm.jpg#Q&_^Q&Q#USERNAME:immi101#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:81#Q&_^Q&Q# \n   iirc GOG openly stated that they are fine with people using the API (assuming they can figure it out) and develop their own client. They just don't make any promises not break the API since it is still in development. \n  #Q&_^Q&Q#LINK:81#Q&_^Q&Q#[/quote] \n Apart from that, everything else points in the direction of it being a closed API. Most importantly that you can't request your own OAuth credentials and have to use the ones from the official client, which is not how OAuth is supposed to work. Being able to request your own key is essential to a public API. Check out every other site on that list and you see the difference in openness.""","2017-07-17 22:46:38"
"b'Unofficial GOG API Documentation'","b'[quote_83]#Q&_^Q&Q#AVATAR:https://images.gog.com/7fe0cd16ab78d0c4827409ff47f10d1dad5a67b29263729df913cbff46aecf21_avm.jpg#Q&_^Q&Q#USERNAME:shmerl#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:83#Q&_^Q&Q# \n      [quote_82]#Q&_^Q&Q#AVATAR:https://images.gog.com/d7d8e3ed8ad2d9fd3557c83c4237a913b14e621c84e21fab594a9d961cd98fe4_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:82#Q&_^Q&Q# \n       Apart from that, everything else points in the direction of it being a closed API. Most importantly that you can\'t request your own OAuth credentials and have to use the ones from the official client, which is not how OAuth is supposed to work. Being able to request your own key is essential to a public API. Check out every other site on that list and you see the difference in openness. \n      #Q&_^Q&Q#LINK:82#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/7fe0cd16ab78d0c4827409ff47f10d1dad5a67b29263729df913cbff46aecf21_avm.jpg#Q&_^Q&Q#USERNAME:shmerl#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:83#Q&_^Q&Q# \n   What did GOG say about it? Since they claimed indeed that they are supportive of community clients, how are they supposed to work? \n  #Q&_^Q&Q#LINK:83#Q&_^Q&Q#[/quote] \n  \n I\'ve been wanting to get in contact with them for while, but never got around to it. ""Supportive"" is probably too strong, I interpreted their stance as basically ""just do what you want, we don\'t care"". So they most likely didn\'t think about community clients when designing the auth flow. You could try requesting access to their dev portal, I may give it a try as well, if I finally find the motivation to write an email.'","2017-07-18 22:33:49"
"b'Lack of Galaxy libs for developers is causing missing Linux releases on GOG'","b'[quote_54]#Q&_^Q&Q#AVATAR:https://images.gog.com/8fd8ebce55d2afc7d53f2457a2d0ce65b437b3b451a395ba7ff6c7f4f7b48a1d_avm.jpg#Q&_^Q&Q#USERNAME:kohlrak#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:54#Q&_^Q&Q# \n   I\'d like to ask the obvious question, if they\'re using C++ (which i\'m guessing they are), realistically, how much cross platform code do they have to support? They\'re already using cross platform libraries, and static linking is a thing if you you don\'t want to bother with dependency hell. Odds are, even with static linking, their client will be infinitesimally smaller than the average game being downloaded. Outside of that, we\'re looking at, what, issues handling directories? Let\'s take an honest look at what Galaxy is supposed to offer and ask ourselves how hard that really is. \n  #Q&_^Q&Q#LINK:54#Q&_^Q&Q#[/quote] \n  \n They\'re using only cross platform C/C++ libraries. The biggest problem is probably integration into the Linux environment. Getting an application to compile is easy, getting it to work well in the given environment is not.  \n  \n  [quote_54]#Q&_^Q&Q#AVATAR:https://images.gog.com/8fd8ebce55d2afc7d53f2457a2d0ce65b437b3b451a395ba7ff6c7f4f7b48a1d_avm.jpg#Q&_^Q&Q#USERNAME:kohlrak#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:54#Q&_^Q&Q# \n   I suspect the real issue is in the .sh installers. They need revamped to work properly, seeing as they probably should not have been .sh files in the first place. They need to make a ""gog galaxy installer script"" or something that can be standardized to get it to work with gog galaxy. I\'m willing to bet the real issue is that their current method of taking a base game and making an installer out of the files is, in particular, where the trouble is. As i\'m currently stuck on windows, i don\'t have any linux installers readily downloaded to see how modular they\'re built to look for clues on where the issue is. \n  #Q&_^Q&Q#LINK:54#Q&_^Q&Q#[/quote] \n  \n The .sh installers are just a glorified self-extracting ZIP file, automating them is easily possible. I wrote a short blog post about how they work, if you want to know more: [url=http://yepoleb.github.io/blog/2016/10/09/how-the-gog-linux-installers-work]http://yepoleb.github.io/blog/2016/10/09/how-the-gog-linux-installers-work[/url]/'","2017-08-15 03:54:44"
"b'Concerning GOG\xe2\x80\x99s Pi\xc3\xb1ata Madness and the nature of gambling'","b""I feel like most of you don't get the point. \n  \n  [quote] \n   With each Pi&ntilde;ata, you can get exceptional deals on some of our favorite hand-picked titles. It's a great way to broaden your horizons and try something you otherwise wouldn't, knowing you're always getting a good deal. \n  [/quote] \n  \n They're designed to make you try games you otherwise wouldn't. Giving the buyer any influence on the outcome defeats the point. If you really want a specific game, just buy it directly. GOG is completely open about this in their FAQ. \n  \n It's also the weakest form of gambling possible with this kind of package. No super special items, no artificial rarity, no way to reinvest, no exciting reveal. Definitely not comparable to slot machines and much better than what Valve is doing. I think it's fair to expect just a little bit of impulse control from a mostly adult customer base. GOG is trying to best to not turn this into any kind of gambling event like other game companies.""","2017-08-15 15:08:00"
"b'Concerning GOG\xe2\x80\x99s Pi\xc3\xb1ata Madness and the nature of gambling'","b'[quote_58]#Q&_^Q&Q#AVATAR:https://images.gog.com/577323d3e4af24f61026856d96387aa4274518b63eeb6efa6e8b08404da2837f_avm.jpg#Q&_^Q&Q#USERNAME:UncleOvid#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:58#Q&_^Q&Q# \n   I kinda love these stupid sales, even though I don\'t really ever participate. And I love the irony of gamers complaining about the \'tiny dopamine shot\' that a game company is using to sell games. That dopamine shot is, arguably, central to how games work -- like, all of them. Every loot grab, level up, dead boss, cross-field goal, rocket jump, sick gank, tea-bag, and [i]shop purchase[/i] is the delivery system. Seems like people are only fussing about it now that someone made a game with money in it -- or, as I see it, made the mundane act of purchasing into a game. \n  #Q&_^Q&Q#LINK:58#Q&_^Q&Q#[/quote] \n  \n How dare GOG tries alternative sale types! They\'re literally voluntarily stealing money from us in exchange for games! \n  \n  [quote_58]#Q&_^Q&Q#AVATAR:https://images.gog.com/577323d3e4af24f61026856d96387aa4274518b63eeb6efa6e8b08404da2837f_avm.jpg#Q&_^Q&Q#USERNAME:UncleOvid#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:58#Q&_^Q&Q# \n   Now, the reason I\'m not playing pinata is \'coz I\'m a Linux fella, and, just glancing over the tracking list -- well, it just looks like even if I [i]do[/i] get some peach from my wishlist, it probably won\'t have a Linux installer. Shoot, I rarely even grab freebies when they\'re up anymore: I\'m already disappointed that the sure-I\'ll-try-it-if-it\'s-free \'Deadlight\' is Windows-only. \n  \n   So yes, this is all a Trojan horse for my ""MORE LOVE FOR LINUX"" rant, but I know Yepoleb feels me, right? \n  #Q&_^Q&Q#LINK:58#Q&_^Q&Q#[/quote] \n  \n I\'m actually a Linux only gamer too, but not a native purist. I\'m fine with getting Windows games, as most of them are already playable or will be in the near future using Wine. If they won\'t be, it was worth giving them a try for the extremely cheap price. I understand though that many others do not want to mess with Wine or take the risk of getting a Windows exclusive title.'","2017-08-16 03:40:17"
"b'GOG Database - A website that collects data on GOG games'","b""I'm currently moving my site to a proper webhost (uberspace.de), which will cause some downtime and SSL breaking for a few hours. \n  \n Sorry for the lack of updates since launch, I've been working on improving the data collection by writing a proper Python wrapper around the API. It'll probably take a few more weeks until it's finally done, you can check the progress at [url=https://github.com/Yepoleb/pygogapi/tree/wrapper]https://github.com/Yepoleb/pygogapi/tree/wrapper[/url].""","2017-08-20 18:28:38"
"b'GOG Database - A website that collects data on GOG games'","b""That didn't go as planned, I tried almost the full day to get it working properly without success. I guess shared hosting just isn't for me. Just ordered a virtual server from hetzner.de and trying to set it up on that one. Hopefully my predictions are right and this will go a lot smoother.""","2017-08-21 18:56:01"
"b'GOG Database - A website that collects data on GOG games'","b""Move to the new server is completed and I'm very happy with how it went. This should bring you faster connection times, higher page loading speed and better availability. Please report any stability problems. \n  \n  [quote_81]#Q&_^Q&Q#AVATAR:https://images.gog.com/efc780a273eff0c808dc7692ed2049e0f456a167af84e40426480e9bd6edceea_avm.jpg#Q&_^Q&Q#USERNAME:MajicMan#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:81#Q&_^Q&Q# \n   Also, anything that will help in the future to let us track sales volumes, gameplay hours and trending of games on GoG would be a huge help to the community. \n  #Q&_^Q&Q#LINK:81#Q&_^Q&Q#[/quote] \n  \n I have no way to track sales volumes or trending games. If I was, that would be very bad for GOG's business. You can get a rough idea by going to the store page and sorting by popularity or bestselling. Gameplay hours are a client feature, I can track those neither. \n  \n  [quote_81]#Q&_^Q&Q#AVATAR:https://images.gog.com/efc780a273eff0c808dc7692ed2049e0f456a167af84e40426480e9bd6edceea_avm.jpg#Q&_^Q&Q#USERNAME:MajicMan#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:81#Q&_^Q&Q# \n   Keep up the great work. It is appreciated. \n  #Q&_^Q&Q#LINK:81#Q&_^Q&Q#[/quote] \n  \n Thanks!  \n  \n  [quote_84]#Q&_^Q&Q#AVATAR:https://images.gog.com/dab30df16913e4b2ebc5d52f2a79aa91016b2850df7f15419f27666aab862451_avm.jpg#Q&_^Q&Q#USERNAME:direspirefirewire#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:84#Q&_^Q&Q# \n   Hello Yepoleb, i was looking through the GOG Database and i noticed that Tyranny has no installers/patches listed under the Downloads section \n  \n   [url=https://gogdb.yepoleb.me/product/1183547197]https://gogdb.yepoleb.me/product/1183547197[/url] \n   [url=https://gogdb.yepoleb.me/product/1447126331]https://gogdb.yepoleb.me/product/1447126331[/url] \n   [url=https://gogdb.yepoleb.me/product/1270048047]https://gogdb.yepoleb.me/product/1270048047[/url] \n  \n   The installers for Tyranny - Tales from the Tiers are listed though, along with the installers for Pillars of Eternity on their respective database pages. Is this a bug? \n  #Q&_^Q&Q#LINK:84#Q&_^Q&Q#[/quote] \n  \n If you look at the product type, those are all packages. This means they contain other applications which provide the actual content, but sometimes they add their own as well. Tracking the contained applications is more difficult, because they aren't listed in the store. It's not really a bug, the data I'm displaying matches the one from GOG, it's just a missing feature.""","2017-08-22 03:17:52"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_86]#Q&_^Q&Q#AVATAR:https://images.gog.com/7522288e18cc1711f622ff9fe41346c6010a43974e047d76518ad471379ded94_avm.jpg#Q&_^Q&Q#USERNAME:Cavalary#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:86#Q&_^Q&Q# \n      [quote_85]#Q&_^Q&Q#AVATAR:https://images.gog.com/d7d8e3ed8ad2d9fd3557c83c4237a913b14e621c84e21fab594a9d961cd98fe4_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:85#Q&_^Q&Q# \n       I have no way to track sales volumes or trending games. If I was, that would be very bad for GOG's business. \n      #Q&_^Q&Q#LINK:85#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/7522288e18cc1711f622ff9fe41346c6010a43974e047d76518ad471379ded94_avm.jpg#Q&_^Q&Q#USERNAME:Cavalary#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:86#Q&_^Q&Q# \n   Of course you can't if GOG doesn't provide that info, but why do you say it'd be very bad for GOG if you did? \n  #Q&_^Q&Q#LINK:86#Q&_^Q&Q#[/quote] \n Because it could put publishers in a bad light if their games aren't selling well. They want to stay in control of the numbers and only give out the ones they like.""","2017-08-22 05:02:12"
"b'Unofficial GOG API Documentation'","b""Late update: No developer account / API keys for non-partners.  \n  \n I've also pushed a few minor correction and finally an update of the authentication flow, which should be live already.""","2017-08-22 23:41:07"
"b'Unofficial GOG API Documentation'","b""[quote_87]#Q&_^Q&Q#AVATAR:https://images.gog.com/efc780a273eff0c808dc7692ed2049e0f456a167af84e40426480e9bd6edceea_avm.jpg#Q&_^Q&Q#USERNAME:immi101#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:87#Q&_^Q&Q# \n   GET /user/data/games \n   GET /account/getFilteredProducts \n   GET content-system.gog.com/products/&lt;product id&gt;/patches?from_build_id=&lt;build_id&gt;&amp;to_build_id=&lt;build_id&gt;&amp;_version=4 \n  #Q&_^Q&Q#LINK:87#Q&_^Q&Q#[/quote] \n  \n Could you add these changes yourself? I'm already working on two other GOG projects and want to focus on them. Source is at [url=https://github.com/Yepoleb/gogapidocs]https://github.com/Yepoleb/gogapidocs[/url]""","2017-08-24 21:18:25"
"b'GOG Database - A website that collects data on GOG games'","b'I removed some unused fonts yesterday in order to not waste bandwidth with older browser, which are too stupid to ignore them. Unfortunately I forgot to rebuild the CSS and now half of all requests are 404. Really proud of that move, sorry if it caused any rendering issues for you.'","2017-08-25 04:26:10"
"b'Marcingaming'","b""You're probably expecting me to announce a new feature for GOG DB or some other developer tool right now. But no, fuck that, I'm making memes now. Or more precisely, copying memes from the Steam community because I don't have any original ideas. So head over to [url=https://marcingaming.gogdb.org]https://marcingaming.gogdb.org[/url] and watch the discounts rain down. It's a parody of [url=http://gabegaming.com]http://gabegaming.com[/url] but at the moment without a background song or saint image. If you have any creative commons music suggestions or are able to turn Marcin into a DRM-free saint, please leave a comment.""","2017-08-26 21:32:07"
"b'Marcingaming'","b'[quote_2]#Q&_^Q&Q#AVATAR:https://images.gog.com/838d556173f67f147d6f76727e9aad712fa3746df0b302a8b6554d9584e3fb95_avm.jpg#Q&_^Q&Q#USERNAME:Caesar.#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:2#Q&_^Q&Q# \n   Can someone explain to me who is Marcin? Did he found GOG? \n  #Q&_^Q&Q#LINK:2#Q&_^Q&Q#[/quote] \n  \n Yes.'","2017-08-26 22:04:08"
"b'Marcingaming'","b""[quote_4]#Q&_^Q&Q#AVATAR:https://images.gog.com/935e228f04a987efbfe8e9e627bef3d98838d3300c5ed759021de995c0df5256_avm.jpg#Q&_^Q&Q#USERNAME:F4LL0UT#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:4#Q&_^Q&Q# \n   What about the French guy? I'm like 62% sure I remember a French guy being involved. \n  #Q&_^Q&Q#LINK:4#Q&_^Q&Q#[/quote] \n  \n You probably mean Guillaume Rambourg, who was the managing director when the site relaunched. I don't think he founded it though.""","2017-08-27 01:24:13"
"b'Ye olde GOG product ids public API charting enterprise'","b""This seems really strange to me, because there must be a way to get the data or Galaxy wouldn't be able to download these games. Are you sure they're the right IDs?""","2017-09-12 01:56:08"
"b'Running non-Linux Unity3D games on Linux (and natively)'","b""Great post, I didn't expect this to work at all.""","2017-09-12 03:04:22"
"b'Ye olde GOG product ids public API charting enterprise'","b""Just bought the game to investigate this. The ID is correct and I can't open it in Firefox. Galaxy definitely does use the products API and has no other way of knowing what to download, I checked this with mitmproxy. To get access you need to change the user agent in the HTTP header to something the server doesn't recognize. The responsive design mode in Firefox has a convenient option to test this.""","2017-09-14 23:16:40"
"b'Ye olde GOG product ids public API charting enterprise'","b'""GOGGalaxyClient/1.2.23.4 (Windows 7 6.1 (Build 7601: Service Pack 1)IA32)"", but anything starting with GOGGalaxyClient works.'","2017-09-14 23:25:46"
"b'Ye olde GOG product ids public API charting enterprise'","b""Have fun and don't forget to share :D""","2017-09-14 23:28:30"
"b'Ye olde GOG product ids public API charting enterprise'","b""Then try authorizing with a token. Maybe that's what did it.""","2017-09-14 23:45:39"
"b'Ye olde GOG product ids public API charting enterprise'","b'This is what has worked for me reliably so far: \n  \n 1. Set the user agent to something GOGGalaxyClient \n 2. Authorize the call using a token \n 3. Use the fully expanded URL with locale set to en-US: \n [url=https://api.gog.com/products/2134842136?expand=downloads,expanded_dlcs,description,screenshots,videos,related_products,changelog&amp;locale=en-US]https://api.gog.com/products/2134842136?expand=downloads,expanded_dlcs,description,screenshots,videos,related_products,changelog&amp;locale=en-US[/url] \n  \n Once the product has been requested successfully, you can drop the expand query again and it will continue to work. After so many months of dealing with the GOG API, it still surprises me which incredible inconsistencies they manage to introduce. Seriously, WTF?'","2017-09-15 05:01:12"
"b'Running non-Linux Unity3D games on Linux (and natively)'","b""I've just written an email to the Unity legal team asking about the legality of runtime archives. If they respond positively, I'm planning to host one on my server.""","2017-09-16 06:31:40"
"b'Running non-Linux Unity3D games on Linux (and natively)'","b'The [url=https://unity3d.com/legal/terms-of-service/software]Unity Terms of Service[/url] state: \n ""Unity grants you a non-exclusive, non-transferable, royalty-free license ... to distribute the runtime portion of the Unity Software, on a royalty-free basis, solely as embedded or incorporated into Your Project Content"" \n  \n From my understanding this means a pure runtime archive is not allowed, but the same game bundled with every runtime version is. I\'m not a lawyer though, so I\'m waiting for a response before starting anything.'","2017-09-16 23:10:36"
"b'Running non-Linux Unity3D games on Linux (and natively)'","b'[quote_30]#Q&_^Q&Q#AVATAR:https://images.gog.com/f3d51f63f3a3ac710d93263dc37481294e26e4b66e830e5a445708ae99f3af9e_avm.jpg#Q&_^Q&Q#USERNAME:darktjm#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:30#Q&_^Q&Q# \n   My question is: where are the Linux binaries (I mean, other than included with Linux ""native"" games)? The linked archives only provide Windows and Mac installers. Running one of the Windows installers, I see nothing in the installed data which could be construed as the required Linux binaries. \n  #Q&_^Q&Q#LINK:30#Q&_^Q&Q#[/quote] \n  \n For the official releases they are in Data/PlaybackEngines/linuxstandalonesupport/. You can unpack the Windows installers with 7z, if you don\'t want to run them.'","2017-09-17 03:00:03"
"b""Adamhm's Linux Wine Wrappers - News, FAQ & Discussion""","b""Why aren't you using some existing Wine scripting application like Lutris or POL?""","2017-09-17 20:15:28"
"b""Adamhm's Linux Wine Wrappers - News, FAQ & Discussion""","b""I have to admit, I didn't actually look at the scripts before writing that comment and just assumed they were like the standard install scripts from the applications mentioned. Now that I properly read them it makes sense not to limit yourself to these very simple environments. \n  \n I've tried something very similar with RCT3 and Python, but started focusing on GOG API stuff close before it would have been finished. It was more like a framework though and very little code for the actual game script. I think something like this would be very beneficial to the Linux ecosystem, but either doesn't exist or has received very little attention so far.""","2017-09-17 23:11:47"
"b""Adamhm's Linux Wine Wrappers - News, FAQ & Discussion""","b'If you want to make it easier to contribute, use Git. Nobody uses anything else for new projects.'","2017-09-18 16:15:19"
"b'Lack of Galaxy libs for developers is causing missing Linux releases on GOG'","b""Apparently GOG had a fully functional implementation of the GalaxySDK around 2015/16. It works independently of the Galaxy client, because it uses a separate binary protocol. I don't think it was ever used outside of a testing environment though, as there is no way to get a session ticket for the user without a running client. Unfortunately it also doesn't seem to connect anymore. \n  \n Edit: The libraries containing full debug symbols also points in the direction of a developer release. \n  \n PS: If anyone needs some protobuf pitchforks, I've got you covered, just send me a PM.""","2017-09-20 05:10:43"
